"152151","Sylvia Minassian","1","1","1293","1252","8.0","8","Searching"
"152152","Melissa Disney","1","1","1294","1253","8.0","8","Searching"
"152153","Connor McRaith","1","1","1295","1254","8.0","8","Searching"
"152154","Colin Woodell","1","1","1296","1255","8.0","8","Searching"
"152155","Debra Messing","1","1","1297","1256","8.0","8","Searching"
"152156","Joseph John Schirle","1","1","1298","1257","8.0","8","Searching"
"152157","Ashley Edner","1","1","1299","1258","8.0","8","Searching"
"152158","Mark Gatiss","1","1","1300","1259","8.0","8","The Father"
"152159","Olivia Williams","1","1","1301","1260","8.0","8","The Father"
"152160","Ayesha Dharker","1","1","1302","1261","8.0","8","The Father"
"152161","Roman Zeller","1","1","1303","1262","8.0","8","The Father"
"152162","Magnus Millang","1","1","1304","1263","8.0","8","Another Round"
"152163","Maria Bonnevie","1","1","1305","1264","8.0","8","Another Round"
"152164","Helene Reingaard Neumann","1","1","1306","1265","8.0","8","Another Round"
"152165","Magnus Sjørup","1","1","1307","1266","8.0","8","Another Round"
"152166","Silas Cornelius Van","1","1","1308","1267","8.0","8","Another Round"
"152167","Albert Rudbeck Lindhardt","1","1","1309","1268","8.0","8","Another Round"
"152168","Martin Greis-Rosenthal","1","1","1310","1269","8.0","8","Another Round"
"152169","Frederik Winther Rasmussen","1","1","1311","1270","8.0","8","Another Round"
"152170","Aksel Vedsegaard","1","1","1312","1271","8.0","8","Another Round"
"152171","Aya Grann","1","1","1313","1272","8.0","8","Another Round"
"152172","Gustav Sigurth Jeppesen","1","1","1314","1273","8.0","8","Another Round"
"152173","Christopher Walken","1","1","1315","1274","8.0","8","Man On Fire"
"152174","Marc Anthony","1","1","1316","1275","8.0","8","Man On Fire"
"152175","Giancarlo Giannini","1","1","1317","1276","8.0","8","Man On Fire"
"152176","Rachel Ticotin","1","1","1318","1277","8.0","8","Man On Fire"
"152177","Roberto Sosa","1","1","1319","1278","8.0","8","Man On Fire"
"152178","Jesús Ochoa","1","1","1320","1279","8.0","8","Man On Fire"
"152179","Gero Camilo","1","1","1321","1280","8.0","8","Man On Fire"
"152180","Mario Zaragoza","1","1","1322","1281","8.0","8","Man On Fire"
"152181","Charles Paraventi","1","1","1323","1282","8.0","8","Man On Fire"
"152182","Carmen Salinas","1","1","1324","1283","8.0","8","Man On Fire"
"152183","Esteban De La Trinidad","1","1","1325","1284","8.0","8","Man On Fire"
"152184","Angelina Peláez","1","1","1326","1285","8.0","8","Man On Fire"
"152185","Norma Pablo","1","1","1327","1286","8.0","8","Man On Fire"
"152186","Rosa María Hernández","1","1","1328","1287","8.0","8","Man On Fire"
"152187","Halle Berry","1","1","1329","1288","8.0","8","Kingsman: The Golden Circle"
"152188","Channing Tatum","1","1","1330","1289","8.0","8","Kingsman: The Golden Circle"
"152189","Edward Holcroft","1","1","1331","1290","8.0","8","Kingsman: The Golden Circle"
"152190","Hanna Alström","1","1","1332","1291","8.0","8","Kingsman: The Golden Circle"
"152191","Sophie Cookson","1","1","1333","1292","8.0","8","Kingsman: The Golden Circle"
"152192","Elton John","1","1","1334","1293","8.0","8","Kingsman: The Golden Circle"
"152193","Poppy Delevingne","1","1","1335","1294","8.0","8","Kingsman: The Golden Circle"
"152194","Caryn Ward","1","1","1336","1295","8.0","8","Zodiac"
"152195","Tammy Townsend","1","1","1337","1296","8.0","8","Zodiac"
"152196","Carl Anthony Payne","1","1","1338","1297","8.0","8","Zodiac"
"152197","Timon Kyle Durrett","1","1","1339","1298","8.0","8","Zodiac"
"152198","Christopher Nolen","1","1","1340","1299","8.0","8","Zodiac"
"152199","Tanjareen Thomas","1","1","1341","1300","8.0","8","Zodiac"
"152200","Clinton Lewis","1","1","1342","1301","8.0","8","Zodiac"
"152201","Yoo Ji-tae","1","1","1343","1302","8.0","8","Oldboy"
"152202","Kang Hye-jung","1","1","1344","1303","8.0","8","Oldboy"
"152203","Ji Dae-han","1","1","1345","1304","8.0","8","Oldboy"
"152204","Oh Dal-su","1","1","1346","1305","8.0","8","Oldboy"
"152205","Seung-shin Lee","1","1","1347","1306","8.0","8","Oldboy"
"152206","Yoon Jin-seo","1","1","1348","1307","8.0","8","Oldboy"
"152207","Claire Selby","1","1","1349","1308","8.0","8","Ex Machina"
"152208","Gana Bayarsaikhan","1","1","1350","1309","8.0","8","Ex Machina"
"152209","Tiffany Pisani","1","1","1351","1310","8.0","8","Ex Machina"
"152210","Corey Johnson","1","1","1352","1311","8.0","8","Ex Machina"
"152211","Daniel Auteuil","1","1","1353","1312","8.0","8","La Belle Epoque"
"152212","Guillaume Canet","1","1","1354","1313","8.0","8","La Belle Epoque"
"152213","Doria Tillier","1","1","1355","1314","8.0","8","La Belle Epoque"
"152214","Pierre Arditi","1","1","1356","1315","8.0","8","La Belle Epoque"
"152215","Fanny Ardant","1","1","1357","1316","8.0","8","La Belle Epoque"
"152216","Denis Podalydès","1","1","1358","1317","8.0","8","La Belle Epoque"
"152217","Michaël Cohen","1","1","1359","1318","8.0","8","La Belle Epoque"
"152218","Jeanne Arènes","1","1","1360","1319","8.0","8","La Belle Epoque"
"152219","Bertrand Poncet","1","1","1361","1320","8.0","8","La Belle Epoque"
"152220","Bruno Raffaelli","1","1","1362","1321","8.0","8","La Belle Epoque"
"152221","Lizzie Brocheré","1","1","1363","1322","8.0","8","La Belle Epoque"
"152222","Thomas Scimeca","1","1","1364","1323","8.0","8","La Belle Epoque"
"152223","Emmanuel Ménard","1","1","1365","1324","8.0","8","La Belle Epoque"
"152224","Sébastien Corona","1","1","1366","1325","8.0","8","La Belle Epoque"
"152225","Tobias Licht","1","1","1367","1326","8.0","8","La Belle Epoque"
"152226","Elisabeth Duda","1","1","1368","1327","8.0","8","La Belle Epoque"
"152227","Frédéric Sandeau","1","1","1369","1328","8.0","8","La Belle Epoque"
"152228","Arnaud De Montlivaut","1","1","1370","1329","8.0","8","La Belle Epoque"
"152229","Sandrine Moaligou","1","1","1371","1330","8.0","8","La Belle Epoque"
"152230","Mary Elizabeth Winstead","1","1","1372","1331","8.0","8","Scott Pilgrim Vs The World"
"152231","Aubrey Plaza","1","1","1373","1332","8.0","8","Scott Pilgrim Vs The World"
"152232","Brandon Routh","1","1","1374","1333","8.0","8","Scott Pilgrim Vs The World"
"152233","Mark Webber","1","1","1375","1334","8.0","8","Scott Pilgrim Vs The World"
"152234","Ellen Wong","1","1","1376","1335","8.0","8","Scott Pilgrim Vs The World"
"152235","Shôta Saitô","1","1","1377","1336","8.0","8","Scott Pilgrim Vs The World"
"152236","Satya Bhabha","1","1","1378","1337","8.0","8","Scott Pilgrim Vs The World"
"152237","Keita Saito","1","1","1379","1338","8.0","8","Scott Pilgrim Vs The World"
"152238","Kevin Pollak","1","1","1380","1339","8.0","8","War Dogs"
"152239","Steve Lantz","1","1","1381","1340","8.0","8","War Dogs"
"152240","Gregg Weiner","1","1","1382","1341","8.0","8","War Dogs"
"152241","David Packouz","1","1","1383","1342","8.0","8","War Dogs"
"152242","Julian Sergi","1","1","1384","1343","8.0","8","War Dogs"
"152243","Shaun Toub","1","1","1385","1344","8.0","8","War Dogs"
"152244","Chadwick Boseman","1","1","1386","1345","8.0","8","21 Bridges"
"152245","Sienna Miller","1","1","1387","1346","8.0","8","21 Bridges"
"152246","Stephan James","1","1","1388","1347","8.0","8","21 Bridges"
"152247","Taylor Kitsch","1","1","1389","1348","8.0","8","21 Bridges"
"152248","Alexander Siddig","1","1","1390","1349","8.0","8","21 Bridges"
"152249","Louis Cancelmi","1","1","1391","1350","8.0","8","21 Bridges"
"152250","Victoria Cartagena","1","1","1392","1351","8.0","8","21 Bridges"
"152251","Gary Carr","1","1","1393","1352","8.0","8","21 Bridges"
"152252","Morocco Omari","1","1","1394","1353","8.0","8","21 Bridges"
"152253","Chris Ghaffari","1","1","1395","1354","8.0","8","21 Bridges"
"152254","Dale Pavinski","1","1","1396","1355","8.0","8","21 Bridges"
"152255","Christian Isaiah","1","1","1397","1356","8.0","8","21 Bridges"
"152256","Sarah Ellen Stephens","1","1","1398","1357","8.0","8","21 Bridges"
"152257","Jamie Neumann","1","1","1399","1358","8.0","8","21 Bridges"
"152258","Peter Patrikios","1","1","1400","1359","8.0","8","21 Bridges"
"152259","Ashley Tisdale","1","1","1401","1360","8.0","8","Scary Movie"
"152260","Erica Ash","1","1","1402","1361","8.0","8","Scary Movie"
"152261","Katt Williams","1","1","1403","1362","8.0","8","Scary Movie"
"152262","Gracie Whitton","1","1","1404","1363","8.0","8","Scary Movie"
"152263","Ava Kolker","1","1","1405","1364","8.0","8","Scary Movie"
"152264","Lidia Porto","1","1","1406","1365","8.0","8","Scary Movie"
"152265","Charlie Sheen","1","1","1407","1366","8.0","8","Scary Movie"
"152266","Tyler Posey","1","1","1408","1367","8.0","8","Scary Movie"
"152267","Katrina Bowden","1","1","1409","1368","8.0","8","Scary Movie"
"152268","Darrell Hammond","1","1","1410","1369","8.0","8","Scary Movie"
"152269","Ben Cornish","1","1","1411","1370","8.0","8","Scary Movie"
"152270","Molly Shannon","1","1","1412","1371","8.0","8","Scary Movie"
"152271","Heather Locklear","1","1","1413","1372","8.0","8","Scary Movie"
"152272","Mike Tyson","1","1","1414","1373","8.0","8","Scary Movie"
"152273","Lindsay Lohan","1","1","1415","1374","8.0","8","Scary Movie"
"152274","Eli Wallach","1","1","1416","1375","8.0","8","The Godfather Part 3"
"152275","Joe Mantegna","1","1","1417","1376","8.0","8","The Godfather Part 3"
"152276","George Hamilton","1","1","1418","1377","8.0","8","The Godfather Part 3"
"152277","Bridget Fonda","1","1","1419","1378","8.0","8","The Godfather Part 3"
"152278","Sofia Coppola","1","1","1420","1379","8.0","8","The Godfather Part 3"
"152279","Raf Vallone","1","1","1421","1380","8.0","8","The Godfather Part 3"
"152280","Franc DAmbrosio","1","1","1422","1381","8.0","8","The Godfather Part 3"
"152281","Donal Donnelly","1","1","1423","1382","8.0","8","The Godfather Part 3"
"152282","Helmut Berger","1","1","1424","1383","8.0","8","The Godfather Part 3"
"152283","Don Novello","1","1","1425","1384","8.0","8","The Godfather Part 3"
"152284","John Savage","1","1","1426","1385","8.0","8","The Godfather Part 3"
"152285","Franco Citti","1","1","1427","1386","8.0","8","The Godfather Part 3"
"152286","Mario Donatone","1","1","1428","1387","8.0","8","The Godfather Part 3"
"152287","Vittorio Duse","1","1","1429","1388","8.0","8","The Godfather Part 3"
"152288","Enzo Robutti","1","1","1430","1389","8.0","8","The Godfather Part 3"
"152289","Kaden Leos","1","1","1431","1390","8.0","8","Drive"
"152290","Christina Hendricks","1","1","1432","1391","8.0","8","Drive"
"152291","Jason Robards","1","1","1433","1392","8.0","8","Magnolia"
"152292","John C. Reilly","1","1","1434","1393","8.0","8","Magnolia"
"152293","Melora Walters","1","1","1435","1394","8.0","8","Magnolia"
"152294","Jeremy Blackman","1","1","1436","1395","8.0","8","Magnolia"
"152295","Michael Bowen","1","1","1437","1396","8.0","8","Magnolia"
"152296","Melinda Dillon","1","1","1438","1398","8.0","8","Magnolia"
"152297","Emmanuel Johnson","1","1","1439","1399","8.0","8","Magnolia"
"152298","Michael Murphy","1","1","1440","1400","8.0","8","Magnolia"
"152299","Luis Guzmán","1","1","1441","1401","8.0","8","Magnolia"
"152300","April Grace","1","1","1442","1402","8.0","8","Magnolia"
"152301","Orlando Jones","1","1","1443","1403","8.0","8","Magnolia"
"152302","Ricky Jay","1","1","1444","1404","8.0","8","Magnolia"
"152303","Henry Gibson","1","1","1445","1405","8.0","8","Magnolia"
"152304","Felicity Huffman","1","1","1446","1406","8.0","8","Magnolia"
"152305","Peter Dinklage","1","1","1447","1407","8.0","8","I Care A Lot"
"152306","Macon Blair","1","1","1448","1408","8.0","8","I Care A Lot"
"152307","Nicholas Logan","1","1","1449","1409","8.0","8","I Care A Lot"
"152308","Damian Young","1","1","1450","1410","8.0","8","I Care A Lot"
"152309","Alicia Witt","1","1","1451","1411","8.0","8","I Care A Lot"
"152310","Paul Bettany","1","1","1452","1412","8.0","8","Uncle Frank"
"152311","Peter Macdissi","1","1","1453","1413","8.0","8","Uncle Frank"
"152312","Steve Zahn","1","1","1454","1414","8.0","8","Uncle Frank"
"152313","Judy Greer","1","1","1455","1415","8.0","8","Uncle Frank"
"152314","Margo Martindale","1","1","1456","1416","8.0","8","Uncle Frank"
"152315","Taraji P. Henson","1","1","1457","1417","8.0","8","The Curious Case Of Benjamin Button"
"152316","Julia Ormond","1","1","1458","1418","8.0","8","The Curious Case Of Benjamin Button"
"152317","Phyllis Somerville","1","1","1459","1419","8.0","8","The Curious Case Of Benjamin Button"
"152318","Lance E. Nichols","1","1","1460","1420","8.0","8","The Curious Case Of Benjamin Button"
"152319","Rampai Mohadi","1","1","1461","1421","8.0","8","The Curious Case Of Benjamin Button"
"152320","Elle Fanning","1","1","1462","1422","8.0","8","The Curious Case Of Benjamin Button"
"152321","Madisen Beaty","1","1","1463","1423","8.0","8","The Curious Case Of Benjamin Button"
"152322","Faune Chambers Watkins","1","1","1464","1424","8.0","8","The Curious Case Of Benjamin Button"
"152323","Tom Everett","1","1","1465","1425","8.0","8","The Curious Case Of Benjamin Button"
"152324","Isabella Kai Rice","1","1","1466","1426","8.0","8","Our Friend"
"152325","Violet McGraw","1","1","1467","1427","8.0","8","Our Friend"
"152326","John McConnell","1","1","1468","1428","8.0","8","Our Friend"
"152327","Ahna OReilly","1","1","1469","1429","8.0","8","Our Friend"
"152328","Denée Benton","1","1","1470","1430","8.0","8","Our Friend"
"152329","Jake Owen","1","1","1471","1431","8.0","8","Our Friend"
"152330","Sampley Barinaga","1","1","1472","1432","8.0","8","Our Friend"
"152331","Marielle Scott","1","1","1473","1433","8.0","8","Our Friend"
"152332","Azita Ghanizada","1","1","1474","1434","8.0","8","Our Friend"
"152333","Michael J. Fox","1","1","1475","1435","8.0","8","Back To The Future"
"152334","Tom Wilson","1","1","1476","1436","8.0","8","Back To The Future"
"152335","Lea Thompson","1","1","1477","1437","8.0","8","Back To The Future"
"152336","Elisabeth Shue","1","1","1478","1438","8.0","8","Back To The Future"
"152337","Matt Clark","1","1","1479","1439","8.0","8","Back To The Future"
"152338","Richard Dysart","1","1","1480","1440","8.0","8","Back To The Future"
"152339","James Tolkan","1","1","1481","1441","8.0","8","Back To The Future"
"152340","Pat Buttram","1","1","1482","1442","8.0","8","Back To The Future"
"152341","Harry Carey Jr.","1","1","1483","1443","8.0","8","Back To The Future"
"152342","Dub Taylor","1","1","1484","1444","8.0","8","Back To The Future"
"152343","Christopher Wynne","1","1","1485","1445","8.0","8","Back To The Future"
"152344","Sean Sullivan","1","1","1486","1446","8.0","8","Back To The Future"
"152345","Mike Watson","1","1","1487","1447","8.0","8","Back To The Future"
"152346","Tyler Perry","1","1","1488","1448","8.0","8","Don’T Look Up"
"152347","Michael Chiklis","1","1","1489","1449","8.0","8","Don’T Look Up"
"152348","Ariana Grande","1","1","1490","1450","8.0","8","Don’T Look Up"
"152349","Kid Cudi","1","1","1491","1451","8.0","8","Don’T Look Up"
"152350","Tomer Sisley","1","1","1492","1452","8.0","8","Don’T Look Up"
"152351","Gina Gershon","1","1","1493","1453","8.0","8","Don’T Look Up"
"152352","Matthew Perry","1","1","1494","1454","8.0","8","Don’T Look Up"
"152353","Jeffrey Jones","1","1","1495","1455","8.0","8","Devil’S Advocate"
"152354","Judith Ivey","1","1","1496","1456","8.0","8","Devil’S Advocate"
"152355","Tamara Tunie","1","1","1497","1457","8.0","8","Devil’S Advocate"
"152356","Debra Monk","1","1","1498","1458","8.0","8","Devil’S Advocate"
"152357","Laura Harrington","1","1","1499","1459","8.0","8","Devil’S Advocate"
"152358","Pamela Gray","1","1","1500","1460","8.0","8","Devil’S Advocate"
"152359","Heather Matarazzo","1","1","1501","1461","8.0","8","Devil’S Advocate"
"152360","Jeon Gook-hwan","1","1","1502","1462","8.0","8","I Saw The Devil"
"152361","Chun Ho-jin","1","1","1503","1463","8.0","8","I Saw The Devil"
"152362","San-ha Oh","1","1","1504","1464","8.0","8","I Saw The Devil"
"152363","Yoon-seo Kim","1","1","1505","1465","8.0","8","I Saw The Devil"
"152364","Choi Moo-sung","1","1","1506","1466","8.0","8","I Saw The Devil"
"152365","In-seo Kim","1","1","1507","1467","8.0","8","I Saw The Devil"
"152366","Alex Wolff","1","1","1508","1468","8.0","8","Pig"
"152367","Adam Arkin","1","1","1509","1469","8.0","8","Pig"
"152368","Nina Belforte","1","1","1510","1470","8.0","8","Pig"
"152369","Cassandra Violet","1","1","1511","1471","8.0","8","Pig"
"152370","Julia Bray","1","1","1512","1472","8.0","8","Pig"
"152371","Elijah Ungvary","1","1","1513","1473","8.0","8","Pig"
"152372","David Knell","1","1","1514","1474","8.0","8","Pig"
"152373","Beth Harper","1","1","1515","1475","8.0","8","Pig"
"152374","Brian Sutherland","1","1","1516","1476","8.0","8","Pig"
"152375","David Shaughnessy","1","1","1517","1477","8.0","8","Pig"
"152376","Gretchen Corbett","1","1","1518","1478","8.0","8","Pig"
"152377","Dalene Young","1","1","1519","1479","8.0","8","Pig"
"152378","Darius Pierce","1","1","1520","1480","8.0","8","Pig"
"152379","Alexander Babara","1","1","1521","1481","8.0","8","The Card Counter"
"152380","Bobby C. King","1","1","1522","1482","8.0","8","The Card Counter"
"152381","Ekaterina Baker","1","1","1523","1483","8.0","8","The Card Counter"
"152382","Bryan Truong","1","1","1524","1484","8.0","8","The Card Counter"
"152383","Dylan Flashner","1","1","1525","1485","8.0","8","The Card Counter"
"152384","Joel Michaely","1","1","1526","1486","8.0","8","The Card Counter"
"152385","Amye Gousset","1","1","1527","1487","8.0","8","The Card Counter"
"152386","Billy Slaughter","1","1","1528","1488","8.0","8","The Card Counter"
"152387","Anya Taylor-Joy","1","1","1529","1489","8.0","8","Last Night In Soho"
"152388","Matt Smith","1","1","1530","1490","8.0","8","Last Night In Soho"
"152389","Diana Rigg","1","1","1531","1491","8.0","8","Last Night In Soho"
"152390","Rita Tushingham","1","1","1532","1492","8.0","8","Last Night In Soho"
"152391","Michael Ajao","1","1","1533","1493","8.0","8","Last Night In Soho"
"152392","Synnove Karlsen","1","1","1534","1494","8.0","8","Last Night In Soho"
"152393","James Phelps","1","1","1535","1495","8.0","8","Last Night In Soho"
"152394","Andrew Bicknell","1","1","1536","1496","8.0","8","Last Night In Soho"
"152395","Joakim Skarli","1","1","1537","1497","8.0","8","Last Night In Soho"
"152396","Matthew Lillard","1","1","1538","1498","8.0","8","Scream (1996)"
"152397","Skeet Ulrich","1","1","1539","1499","8.0","8","Scream (1996)"
"152398","Rose McGowan","1","1","1540","1500","8.0","8","Scream (1996)"
"152399","Drew Barrymore","1","1","1541","1501","8.0","8","Scream (1996)"
"152400","Henry Winkler","1","1","1542","1502","8.0","8","Scream (1996)"
"152401","Lawrence Hecht","1","1","1543","1503","8.0","8","Scream (1996)"
"152402","Paul Mescal","1","1","1544","1504","8.0","8","The Lost Daughter"
"152403","Ellie Mae Blake","1","1","1545","1505","8.0","8","The Lost Daughter"
"152404","Yiannis Cheliotis","1","1","1546","1506","8.0","8","The Lost Daughter"
"152405","Abe Cohen","1","1","1547","1507","8.0","8","The Lost Daughter"
"152406","Simon Lyndon","1","0","1548","0","8.0","8","Chopper"
"152407","Kate Beahan","1","0","1549","0","8.0","8","Chopper"
"152408","Dan Wyllie","1","0","1550","0","8.0","8","Chopper"
"152409","Bill Young","1","0","1551","0","8.0","8","Chopper"
"152410","Kenny Graham","1","0","1552","0","8.0","8","Chopper"
"152411","Garry Waddell","1","0","1553","0","8.0","8","Chopper"
"152412","Fred Barker","1","0","1554","0","8.0","8","Chopper"
"152413","Serge Liistro","1","0","1555","0","8.0","8","Chopper"
"152414","Peter Hardy","1","0","1556","0","8.0","8","Chopper"
"152415","Renée Brack","1","0","1557","0","8.0","8","Chopper"
"152416","Terry Willesee","1","0","1558","0","8.0","8","Chopper"
"152417","Aunjanue Ellis","1","0","1559","0","8.0","8","King Richard"
"152418","Saniyya Sidney","1","0","1560","0","8.0","8","King Richard"
"152419","Demi Singleton","1","0","1561","0","8.0","8","King Richard"
"152420","Tony Goldwyn","1","0","1562","0","8.0","8","King Richard"
"152421","Mikayla Lashae Bartholomew","1","0","1563","0","8.0","8","King Richard"
"152422","Daniele Lawson","1","0","1564","0","8.0","8","King Richard"
"152423","Layla Crawford","1","0","1565","0","8.0","8","King Richard"
"152424","Erika Ringor","1","0","1566","0","8.0","8","King Richard"
"152425","Noah Bean","1","0","1567","0","8.0","8","King Richard"
"152426","Craig Tate","1","0","1568","0","8.0","8","King Richard"
"152427","Josiah Cross","1","0","1569","0","8.0","8","King Richard"
"152428","Susie Abromeit","1","0","1570","0","8.0","8","King Richard"
"152429","Judith Chapman","1","0","1571","0","8.0","8","King Richard"
"152430","Chet Grissom","1","0","1572","0","8.0","8","King Richard"
"152431","Kevin Dunn","1","0","1573","0","8.0","8","King Richard"
"152432","Zoë Kravitz","1","0","1574","0","8.0","8","The Batman"
"152433","Jayme Lawson","1","0","1575","0","8.0","8","The Batman"
"152434","Gil Perez-Abraham","1","0","1576","0","8.0","8","The Batman"
"152435","Peter McDonald","1","0","1577","0","8.0","8","The Batman"
"152436","Con ONeill","1","0","1578","0","8.0","8","The Batman"
"152437","Alex Ferns","1","0","1579","0","8.0","8","The Batman"
"152438","Rupert Penry-Jones","1","0","1580","0","8.0","8","The Batman"
"152439","Jack Davenport","1","0","1581","0","8.0","8","The Talented Mr. Ripley"
"152440","James Rebhorn","1","0","1582","0","8.0","8","The Talented Mr. Ripley"
"152441","Sergio Rubini","1","0","1583","0","8.0","8","The Talented Mr. Ripley"
"152442","Celia Weston","1","0","1584","0","8.0","8","The Talented Mr. Ripley"
"152443","Rosario Fiorello","1","0","1585","0","8.0","8","The Talented Mr. Ripley"
"152444","Stefania Rocca","1","0","1586","0","8.0","8","The Talented Mr. Ripley"
"152445","Ivano Marescotti","1","0","1587","0","8.0","8","The Talented Mr. Ripley"
"152446","Anna Longhi","1","0","1588","0","8.0","8","The Talented Mr. Ripley"
"152447","Lisa Eichhorn","1","0","1589","0","8.0","8","The Talented Mr. Ripley"
"152448","Regé-Jean Page","1","0","1590","0","8.0","8","The Gray Man"
"152449","Billy Bob Thornton","1","0","1591","0","8.0","8","The Gray Man"
"152450","Wagner Moura","1","0","1592","0","8.0","8","The Gray Man"
"152451","Julia Butters","1","0","1593","0","8.0","8","The Gray Man"
"152452","Stephanie Hsu","1","0","1594","0","8.0","8","Everything Everywhere All At Once"
"152453","Ke Huy Quan","1","0","1595","0","8.0","8","Everything Everywhere All At Once"
"152454","James Hong","1","0","1596","0","8.0","8","Everything Everywhere All At Once"
"152455","Jenny Slate","1","0","1597","0","8.0","8","Everything Everywhere All At Once"
"152456","Harry Shum Jr.","1","0","1598","0","8.0","8","Everything Everywhere All At Once"
"152457","Bruce Green","1","1","1599","1508","7.7","7, 8, 8","True Grit, Double Jeopardy, Kingsman: The Golden Circle"
"152458","Ronald Pickup","1","1","1600","1516","7.0","7","Darkest Hour"
"152459","Nicholas Jones","1","1","1601","1517","7.0","7","Darkest Hour"
"152460","Samuel West","1","1","1602","1518","7.0","7","Darkest Hour"
"152461","David Schofield","1","1","1603","1519","7.0","7","Darkest Hour"
"152462","Richard Lumsden","1","1","1604","1520","7.0","7","Darkest Hour"
"152463","Malcolm Storry","1","1","1605","1521","7.0","7","Darkest Hour"
"152464","Hilton McRae","1","1","1606","1522","7.0","7","Darkest Hour"
"152465","Benjamin Whitrow","1","1","1607","1523","7.0","7","Darkest Hour"
"152466","Joe Armstrong","1","1","1608","1524","7.0","7","Darkest Hour"
"152467","Adrian Rawlins","1","1","1609","1525","7.0","7","Darkest Hour"
"152468","Lucas McHugh Carroll","1","1","1610","1526","7.0","7","The Informant!"
"152469","Rusty Schwimmer","1","1","1611","1527","7.0","7","The Informant!"
"152470","Craig Ricci Shaynak","1","1","1612","1528","7.0","7","The Informant!"
"152471","Tom Papa","1","1","1613","1529","7.0","7","The Informant!"
"152472","Thomas F. Wilson","1","1","1614","1530","7.0","7","The Informant!"
"152473","Scott Bakula","1","1","1615","1531","7.0","7","The Informant!"
"152474","Scott Adsit","1","1","1616","1532","7.0","7","The Informant!"
"152475","Allan Havey","1","1","1617","1533","7.0","7","The Informant!"
"152476","Howie Johnson","1","1","1618","1534","7.0","7","The Informant!"
"152477","Joel McHale","1","1","1619","1535","7.0","7","The Informant!"
"152478","Gong Yoo","1","1","1620","1536","7.0","7","Train To Busan"
"152479","Yu-mi Jung","1","1","1621","1537","7.0","7","Train To Busan"
"152480","Ma Dong-seok","1","1","1622","1538","7.0","7","Train To Busan"
"152481","Su-an Kim","1","1","1623","1539","7.0","7","Train To Busan"
"152482","Eui-sung Kim","1","1","1624","1540","7.0","7","Train To Busan"
"152483","Sohee","1","1","1625","1541","7.0","7","Train To Busan"
"152484","Soo-jung Ye","1","1","1626","1542","7.0","7","Train To Busan"
"152485","Myung-shin Park","1","1","1627","1543","7.0","7","Train To Busan"
"152486","Gwi-hwa Choi","1","1","1628","1544","7.0","7","Train To Busan"
"152487","Seok-yong Jeong","1","1","1629","1545","7.0","7","Train To Busan"
"152488","Jang Hyuk-jin","1","1","1630","1546","7.0","7","Train To Busan"
"152489","Do-im Woo","1","1","1631","1547","7.0","7","Train To Busan"
"152490","Hye-Yeong Moon","1","1","1632","1548","7.0","7","Train To Busan"
"152491","Carlos Andrés Gómez","1","1","1633","1549","7.0","7","Inside Man"
"152492","Kim Director","1","1","1634","1550","7.0","7","Inside Man"
"152493","Bernie Rachelle","1","1","1635","1551","7.0","7","Inside Man"
"152494","Victor Colicchio","1","1","1636","1553","7.0","7","Inside Man"
"152495","Cassandra Freeman","1","1","1637","1554","7.0","7","Inside Man"
"152496","Peter Frechette","1","1","1638","1555","7.0","7","Inside Man"
"152497","Gerry Vichi","1","1","1639","1556","7.0","7","Inside Man"
"152498","Kimberly Elise","1","1","1640","1557","7.0","7","Ad Astra"
"152499","Loren Dean","1","1","1641","1558","7.0","7","Ad Astra"
"152500","Donnie Keshawarz","1","1","1642","1559","7.0","7","Ad Astra"
"152501","Sean Blakemore","1","1","1643","1560","7.0","7","Ad Astra"
"152502","Bobby Nish","1","1","1644","1561","7.0","7","Ad Astra"
"152503","LisaGay Hamilton","1","1","1645","1562","7.0","7","Ad Astra"
"152504","John Finn","1","1","1646","1563","7.0","7","Ad Astra"
"152505","Freda Foh Shen","1","1","1647","1564","7.0","7","Ad Astra"
"152506","Kayla Adams","1","1","1648","1565","7.0","7","Ad Astra"
"152507","Ravi Kapoor","1","1","1649","1566","7.0","7","Ad Astra"
"152508","Sebastian Maniscalco","1","1","1650","1567","7.0","7","Green Book"
"152509","Dimiter D. Marinov","1","1","1651","1568","7.0","7","Green Book"
"152510","Mike Hatton","1","1","1652","1569","7.0","7","Green Book"
"152511","P.J. Byrne","1","1","1653","1570","7.0","7","Green Book"
"152512","Joe Cortese","1","1","1654","1571","7.0","7","Green Book"
"152513","Maggie Nixon","1","1","1655","1572","7.0","7","Green Book"
"152514","Von Lewis","1","1","1656","1573","7.0","7","Green Book"
"152515","Jon Sortland","1","1","1657","1574","7.0","7","Green Book"
"152516","Don Stark","1","1","1658","1575","7.0","7","Green Book"
"152517","Anthony Mangano","1","1","1659","1576","7.0","7","Green Book"
"152518","Paul Sloan","1","1","1660","1577","7.0","7","Green Book"
"152519","Quinn Duffy","1","1","1661","1578","7.0","7","Green Book"
"152520","Doug Jones","1","1","1662","1580","7.0","7","Shape Of Water"
"152521","Stewart Arnott","1","1","1663","1581","7.0","7","Shape Of Water"
"152522","Nigel Bennett","1","1","1664","1582","7.0","7","Shape Of Water"
"152523","Lauren Lee Smith","1","1","1665","1583","7.0","7","Shape Of Water"
"152524","Allegra Fulton","1","1","1666","1584","7.0","7","Shape Of Water"
